,brand,model,fuel,transtype,owner,manufacture,kms,price
8117,Mercedes-Benz,Mercedes-Benz S-Class S,Petrol,Automatic,1,2011,151,1194000
8118,Maruti,Maruti Celerio VDi,Diesel,Manual,2,2016,79977,306000
8119,Fiat,Fiat Avventura MULTIJET,Diesel,Manual,1,2015,51490,408000
8120,Hyundai,Hyundai i10 Magna,Petrol,Manual,1,2014,19967,278000
8121,Hyundai,Hyundai i20 Sportz,Petrol,Manual,1,2015,88581,433000
8122,Toyota,Toyota Etios Cross,Diesel,Manual,1,2014,111,364000
8123,Mahindra,Mahindra KUV 100,Diesel,Manual,1,2018,35893,384000
8124,Honda,Honda BR-V i-DTEC,Diesel,Manual,1,2017,65370,723000
8125,Maruti,Maruti Alto 800,Petrol,Manual,1,2015,48816,202000
8126,Maruti,Maruti Omni E,Petrol,Manual,1,2018,73200,213000
8127,Tata,Tata Indigo LX,Diesel,Manual,1,2014,152,130000
8128,Tata,Tata New Safari,Diesel,Manual,5,2011,153,231000
8129,Tata,Tata New Safari,Diesel,Manual,1,2009,55198,206999
8130,Maruti,Maruti Baleno Delta,Petrol,Manual,1,2019,10239,622000
8131,Maruti,Maruti Wagon R,Petrol,Manual,1,2020,3261,523000
8132,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2017,94088,657000
8133,Kia,Kia Seltos HTK,Diesel,Automatic,1,2019,27371,1236000
8134,Tata,Tata New Safari,Diesel,Manual,1,2021,72558,1794000
8135,Hyundai,Hyundai i20 1.4,Diesel,Manual,2,2011,133,200000
8136,Maruti,Maruti Ciaz Sigma,Petrol,Manual,1,2019,17221,717000
8137,Maruti,Maruti Swift VDI,Diesel,Manual,1,2017,28654,513999
8138,Renault,Renault Duster 85PS,Diesel,Manual,2,2014,119,350000
8139,Hyundai,Hyundai i10 Magna,Petrol,Manual,2,2009,55077,152000
8140,Maruti,Maruti Ertiga SHVS,Diesel,Manual,2,2017,74022,614000
8141,Tata,Tata Zest Revotron,Petrol,Manual,1,2014,22065,153000
8142,Skoda,Skoda Rapid 1.5,Diesel,Automatic,1,2015,104,450000
8143,Hyundai,Hyundai i20 Asta,Diesel,Manual,1,2015,163,438000
8144,Honda,Honda Jazz 1.2,Petrol,Manual,1,2018,23947,536000
8145,Maruti,Maruti Ignis 1.2,Petrol,Manual,1,2017,44230,433000
8146,Honda,Honda City 1.5,Petrol,Manual,2,2011,66131,315000
8147,Mahindra,Mahindra XUV500 AT,Diesel,Automatic,1,2017,124,976000
8148,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2009,100,179000
8149,Renault,Renault Duster 85PS,Diesel,Manual,2,2013,72403,379000
8150,Maruti,Maruti Wagon R,Petrol,Manual,1,2011,81422,171000
8151,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2014,58889,200000
8152,Volvo,Volvo XC60 Inscription,Diesel,Automatic,1,2019,13000,5675000
8153,Honda,Honda Brio S,Petrol,Manual,1,2015,20410,300000
8154,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2013,60000,409999
8155,Mahindra,Mahindra XUV500 W11,Diesel,Manual,1,2019,30000,1550000
8156,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2008,80000,170000
8157,Chevrolet,Chevrolet Beat LT,Petrol,Manual,3,2015,80000,165000
8158,Hyundai,Hyundai i10 Sportz,Petrol,Manual,1,2014,60000,310000
8159,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2008,80000,85000
8160,Hyundai,Hyundai i10 Sportz,Petrol,Manual,1,2012,90000,229999
8161,Toyota,Toyota Etios Cross,Diesel,Manual,1,2014,130,420000
8162,Maruti,Maruti Alto K10,Petrol,Manual,1,2015,100,200000
8163,Honda,Honda Jazz 1.2,Petrol,Manual,1,2015,138,370000
8164,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2007,25000,100000
8165,Ford,Ford Fiesta 1.6,Petrol,Manual,2,2011,70000,250000
8166,Hyundai,Hyundai Venue S,Petrol,Manual,1,2021,10000,800000
8167,Maruti,Maruti Wagon R,Petrol,Manual,3,2013,50000,310000
8168,Ford,Ford Figo Petrol,Petrol,Manual,2,2010,30000,145000
8169,Maruti,Maruti Swift ZDi,Diesel,Manual,2,2012,100,310000
8170,Mahindra,Mahindra XUV500 AT,Diesel,Automatic,2,2015,76000,825000
8171,Maruti,Maruti Wagon R,Petrol,Manual,1,2014,70000,397000
8172,Jeep,Jeep Compass 2.0,Diesel,Manual,1,2018,55000,1400000
8173,Tata,Tata New Safari,Diesel,Automatic,1,2022,20000,2000000
8174,Maruti,Maruti SX4 S,Diesel,Manual,1,2019,60000,950000
8175,Honda,Honda City ZX,Petrol,Manual,1,2020,70000,1100000
8176,Maruti,Maruti Swift VDI,Diesel,Manual,1,2012,120,280000
8177,Chevrolet,Chevrolet Sail Hatchback,Petrol,Manual,1,2012,43727,229999
8178,Maruti,Maruti Swift VVT,Petrol,Manual,1,2014,25000,450000
8179,Hyundai,Hyundai Xcent 1.2,Petrol,Manual,1,2019,20000,564000
8180,Maruti,Maruti Ciaz ZXi,Petrol,Manual,1,2015,85000,600000
8181,Renault,Renault KWID 1.0,Petrol,Manual,1,2019,35000,350000
8182,Honda,Honda City 1.5,Petrol,Manual,2,2010,60000,275000
8183,Maruti,Maruti Wagon R,Petrol,Manual,1,2013,70000,350000
8184,Hyundai,Hyundai Santro Sportz,Petrol,Manual,1,2019,25000,401999
8185,Maruti,Maruti Swift Dzire,Diesel,Manual,2,2015,93000,299000
8186,Chevrolet,Chevrolet Aveo U-VA,Petrol,Manual,1,2008,15000,75000
8187,Maruti,Maruti Swift RS,Petrol,Manual,1,2014,50000,375000
8188,Hyundai,Hyundai Xcent Prime,Petrol,Manual,1,2019,70000,600000
8189,Maruti,Maruti Ciaz ZXi,Petrol,Manual,1,2015,80000,525000
8190,Maruti,Maruti Swift Dzire,Diesel,Manual,5,2012,87000,229999
8191,Maruti,Maruti Wagon R,Petrol,Manual,1,2015,60000,250000
8192,Volkswagen,Volkswagen Polo Diesel,Diesel,Manual,3,2011,120,180000
8193,Hyundai,Hyundai Santro Sportz,Petrol,Automatic,1,2019,30000,470000
8194,Mahindra,Mahindra XUV500 W4,Diesel,Manual,1,2014,70000,1000000
8195,Hyundai,Hyundai i20 Sportz,Petrol,Manual,1,2017,56000,600000
8196,Ford,Ford Figo 1.5P,Petrol,Automatic,1,2019,110,400000
8197,Tata,Tata Manza Aqua,Diesel,Manual,1,2013,70000,350000
8198,Hyundai,Hyundai Aura SX,Petrol,Automatic,1,2020,35000,800000
8199,Maruti,Maruti Ciaz Delta,Petrol,Automatic,1,2020,50000,900000
8200,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2017,80000,650000
8201,Toyota,Toyota Etios V,Petrol,Manual,2,2013,67000,290000
8202,Tata,Tata Altroz XZ,Petrol,Manual,1,2021,15000,775000
8203,Renault,Renault KWID RXT,Petrol,Manual,2,2016,110,191000
8204,Hyundai,Hyundai Venue S,Petrol,Manual,1,2021,10000,780000
8205,Mahindra,Mahindra XUV300 W8,Petrol,Manual,1,2019,25000,900000
8206,Mahindra,Mahindra Thar LX,Petrol,Manual,1,2021,7700,1400000
8207,Maruti,Maruti Baleno 1.2,Petrol,Manual,1,2016,110,550000
8208,Renault,Renault Kiger RXT,Petrol,Manual,1,2022,14000,720000
8209,Fiat,Fiat Linea Active,Petrol,Manual,1,2012,60000,160000
8210,Renault,Renault Duster 85PS,Diesel,Manual,1,2014,120,380000
8211,Tata,Tata Indica Lei,Petrol,Manual,1,2011,180,120000
8212,Mitsubishi,Mitsubishi Pajero 2.8,Diesel,Manual,1,2010,120,500000
8213,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2021,2000,680000
8214,Maruti,Maruti Alto LXi,Petrol,Manual,3,2008,60000,100000
8215,Hyundai,Hyundai Elite i20,Diesel,Manual,1,2018,40000,600000
8216,Maruti,Maruti Wagon R,Petrol,Manual,1,2022,17000,650000
8217,Mahindra,Mahindra TUV 300,Diesel,Manual,1,2016,88000,520000
8218,Maruti,Maruti S-Presso VXI,Petrol,Automatic,1,2020,35000,480000
8219,Hyundai,Hyundai i20 Sportz,Petrol,Manual,1,2015,30000,484999
8220,Hyundai,Hyundai Grand i10,Diesel,Manual,2,2018,80000,420000
8221,Maruti,Maruti Swift ZDi,Diesel,Manual,1,2014,120,379000
8222,Tata,Tata Indica DLS,Diesel,Manual,3,2010,120,100000
8223,Maruti,Maruti Ertiga VXI,Petrol,Manual,1,2021,70000,875000
8224,Honda,Honda Amaze E,Diesel,Manual,1,2017,110,350000
8225,Mahindra,Mahindra TUV 300,Diesel,Manual,2,2018,80000,620000
8226,Jeep,Jeep Compass 2.0,Diesel,Manual,1,2017,90000,1000000
8227,Renault,Renault Duster RXS,Petrol,Manual,1,2020,17000,750000
8228,Renault,Renault Duster 110PS,Diesel,Manual,1,2017,120,640000
8229,Maruti,Maruti Ignis Sigma,Petrol,Manual,1,2021,12000,469000
8230,Tata,Tata Safari Storme,Diesel,Manual,1,2012,120,305000
8231,Maruti,Maruti Alto LX,Petrol,Manual,2,2010,60000,140000
8232,Hyundai,Hyundai Accent GLE,Petrol,Manual,2,2010,80000,150000
8233,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2016,110,550000
8234,Maruti,Maruti Ignis 1.2,Petrol,Manual,1,2018,80000,440000
8235,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2015,80000,470000
8236,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2020,23000,625000
8237,Maruti,Maruti Wagon R,Petrol,Manual,3,2009,80000,130000
8238,Honda,Honda Amaze S,Petrol,Manual,1,2016,30000,420000
8239,Hyundai,Hyundai Elantra 2.0,Petrol,Manual,1,2018,18100,1200000
8240,Maruti,Maruti S-Presso VXI,Petrol,Manual,1,2020,35000,459999
8241,Maruti,Maruti Alto LXi,Petrol,Manual,3,2009,120,100000
8242,Hyundai,Hyundai Santro Era,Petrol,Manual,1,2019,15000,400000
8243,Maruti,Maruti Swift VVT,Petrol,Manual,2,2014,120,310000
8244,Hyundai,Hyundai i20 Sportz,Petrol,Manual,2,2019,35000,565000
8245,Mahindra,Mahindra Scorpio VLS,Diesel,Automatic,2,2012,40000,400000
8246,Mahindra,Mahindra Scorpio S5,Diesel,Manual,2,2018,120,875000
8247,Hyundai,Hyundai i20 Magna,Diesel,Manual,2,2012,110,195000
8248,Tata,Tata Nano Lx,Petrol,Manual,1,2012,15000,50500
8249,Hyundai,Hyundai i20 1.4,Diesel,Manual,2,2012,110,195000
8250,Maruti,Maruti Swift VXI,Petrol,Manual,1,2020,30000,550000
8251,Hyundai,Hyundai Verna 1.6,Petrol,Manual,3,2014,70000,409999
8252,Tata,Tata Indigo LX,Diesel,Manual,2,2009,80000,110000
8253,Volkswagen,Volkswagen Vento Petrol,Petrol,Manual,2,2011,110,250000
8254,Maruti,Maruti Alto K10,Petrol,Manual,1,2014,43500,220000
8255,Maruti,Maruti Ritz VDi,Diesel,Manual,2,2011,61367,165000
8256,Maruti,Maruti Swift VXI,Petrol,Manual,2,2015,61560,360000
8257,Hyundai,Hyundai i20 Sportz,Petrol,Manual,2,2015,29258,509999
8258,Hyundai,Hyundai i20 1.2,Petrol,Manual,3,2010,63538,180000
8259,Ford,Ford Fiesta 1.6,Petrol,Manual,1,2009,126,125000
8260,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2010,197,440000
8261,Hyundai,Hyundai i10 Magna,Petrol,Manual,1,2010,36049,179000
8262,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2019,18740,611000
8263,Hyundai,Hyundai i20 Active,Diesel,Manual,1,2016,26981,574000
8264,Maruti,Maruti Swift ZXi,Petrol,Manual,1,2010,67910,219000
8265,Maruti,Maruti Ciaz 1.4,Petrol,Manual,1,2017,43016,767000
8266,Ford,Ford Freestyle Titanium,Petrol,Manual,1,2018,53106,463999
8267,Hyundai,Hyundai Verna 1.6,Diesel,Manual,2,2013,135,367000
8268,Honda,Honda City 1.5,Petrol,Manual,2,2010,75525,236000
8269,Volkswagen,Volkswagen Polo 1.0,Petrol,Manual,1,2018,57392,468000
8270,Mahindra,Mahindra XUV500 W6,Diesel,Manual,2,2016,121,606000
8271,Hyundai,Hyundai Elantra 1.6,Diesel,Manual,2,2018,46595,925000
8272,Toyota,Toyota Glanza V,Petrol,Manual,1,2019,38848,610000
8273,Maruti,Maruti Swift VDI,Diesel,Manual,1,2013,119,292000
8274,Hyundai,Hyundai Creta SX,Diesel,Manual,1,2020,60478,1019000
8275,Hyundai,Hyundai Xcent 1.2,Petrol,Manual,1,2015,134,317000
8276,Audi,Audi A3 35,Diesel,Automatic,2,2015,67301,1309000
8277,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2017,15546,624000
8278,Honda,Honda City 1.5,Petrol,Manual,1,2011,67713,305000
8279,Hyundai,Hyundai Aura S,Diesel,Manual,1,2021,29833,741000
8280,Hyundai,Hyundai Creta 1.6,Petrol,Manual,1,2016,84414,634000
8281,Fiat,Fiat Linea Classic,Petrol,Manual,1,2015,12179,332000
8282,Hyundai,Hyundai i20 1.2,Petrol,Manual,2,2012,116,206000
8283,Skoda,Skoda Rapid 1.0,Petrol,Manual,1,2021,6233,708000
8284,Hyundai,Hyundai i20 Active,Petrol,Manual,1,2017,73891,513999
8285,Hyundai,Hyundai i10 Sportz,Petrol,Manual,1,2013,16428,297000
8286,Maruti,Maruti Wagon R,Petrol,Manual,1,2011,40831,164000
8287,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2017,84261,538000
8288,Hyundai,Hyundai Venue SX,Petrol,Manual,1,2019,37938,852999
8289,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2016,55025,239000
8290,Maruti,Maruti Swift VXI,Petrol,Manual,1,2018,44888,476999
8291,Chevrolet,Chevrolet Beat Diesel,Diesel,Manual,1,2011,55308,118000
8292,Tata,Tata Harrier XZ,Diesel,Manual,1,2019,19669,1457000
8293,Maruti,Maruti Alto 800,Petrol,Manual,1,2022,4757,409999
8294,Maruti,Maruti Swift VXI,Petrol,Manual,1,2011,74337,208000
8295,Hyundai,Hyundai i10 Magna,Petrol,Manual,2,2010,26693,176000
8296,Maruti,Maruti Wagon R,Petrol,Manual,1,2016,73549,311000
8297,Nissan,Nissan Sunny XV,Diesel,Manual,1,2018,61894,551000
8298,Mahindra,Mahindra XUV500 W9,Diesel,Manual,1,2017,94165,974000
8299,Chevrolet,Chevrolet Sail Hatchback,Petrol,Manual,1,2012,50448,192000
8300,Maruti,Maruti Swift ZXI,Petrol,Manual,1,2014,78828,324000
8301,Hyundai,Hyundai i10 Asta,Petrol,Manual,1,2013,17725,303000
8302,Ford,Ford Ecosport 1.5,Diesel,Manual,2,2013,126,336000
8303,Maruti,Maruti Baleno 1.2,Petrol,Manual,1,2016,59026,461000
8304,Hyundai,Hyundai Creta 1.6,Diesel,Manual,1,2015,122,711000
8305,Toyota,Toyota Fortuner 4x2,Diesel,Automatic,3,2014,86024,1260000
8306,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2015,11231,309000
8307,Maruti,Maruti Swift VXI,Petrol,Manual,1,2013,30639,280000
8308,Nissan,Nissan Micra Diesel,Diesel,Manual,1,2011,61258,229999
8309,Toyota,Toyota Corolla Altis,Petrol,Manual,1,2017,13392,924000
8310,Renault,Renault Duster 85PS,Diesel,Manual,1,2019,65885,742000
8311,Maruti,Maruti Wagon R,Petrol,Manual,1,2011,77989,175000
8312,Maruti,Maruti Alto K10,Petrol,Manual,1,2011,67110,144000
8313,Mitsubishi,Mitsubishi Pajero Sport,Diesel,Manual,1,2014,112,980000
8314,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2013,123,334000
8315,Hyundai,Hyundai i10 Sportz,Petrol,Manual,1,2016,25842,338000
8316,Maruti,Maruti Ignis Delta,Petrol,Manual,1,2022,9453,577000
8317,MG,MG Hector Plus,Diesel,Manual,1,2021,53449,1787000
8318,Hyundai,Hyundai Grand i10,Petrol,Automatic,1,2019,20688,614000
8319,Maruti,Maruti Ciaz ZXi,Petrol,Manual,1,2017,64535,592000
8320,Tata,Tata Indigo LX,Diesel,Manual,1,2011,140,127000
8321,Maruti,Maruti Swift LXI,Petrol,Manual,1,2018,35430,422000
8322,Maruti,Maruti Swift VXI,Petrol,Manual,2,2013,134,225000
8323,Hyundai,Hyundai i10 Era,Petrol,Manual,1,2008,118,126000
8324,Honda,Honda Jazz VX,Petrol,Manual,1,2019,91449,578000
8325,Honda,Honda City VX,Petrol,Manual,1,2019,31901,980000
8326,Hyundai,Hyundai Verna 1.6,Diesel,Automatic,1,2016,170,560000
8327,Maruti,Maruti S-Presso VXI,Petrol,Manual,1,2021,29371,422000
8328,Hyundai,Hyundai i20 Active,Petrol,Manual,1,2016,29723,584000
8329,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2017,97679,445000
8330,Tata,Tata Tiago XZA,Petrol,Automatic,1,2020,25175,580000
8331,Maruti,Maruti Ertiga VDI,Diesel,Manual,1,2014,72875,499000
8332,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2017,77493,675000
8333,Maruti,Maruti Ertiga VDI,Diesel,Manual,1,2013,216,428000
8334,Maruti,Maruti Ertiga BSIV,Petrol,Manual,1,2018,57407,696000
8335,Skoda,Skoda Fabia 1.2,Petrol,Manual,1,2011,42989,173000
8336,Maruti,Maruti Baleno 1.2,Petrol,Manual,1,2018,98193,569000
8337,Maruti,Maruti Alto K10,Petrol,Manual,2,2013,44557,173000
8338,Tata,Tata Hexa XTA,Diesel,Automatic,1,2017,25331,1113000
8339,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2018,32459,653000
8340,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2018,19272,760000
8341,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2013,195,563000
8342,Tata,Tata Nexon 1.2,Petrol,Manual,1,2019,8635,754000
8343,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2020,13499,750000
8344,Maruti,Maruti Baleno Zeta,Petrol,Manual,1,2021,21094,691000
8345,BMW,BMW 3 Series,Diesel,Automatic,1,2011,54206,691000
8346,Maruti,Maruti Zen Estilo,Petrol,Manual,2,2010,59807,144000
8347,Skoda,Skoda Fabia 1.2L,Diesel,Manual,1,2012,96874,240000
8348,Mahindra,Mahindra XUV500 W10,Diesel,Manual,1,2017,100,975000
8349,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2018,24117,573000
8350,Ford,Ford Aspire 1.5,Diesel,Manual,1,2017,70611,465000
8351,Maruti,Maruti Baleno Zeta,Petrol,Manual,1,2021,17771,717000
8352,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2019,57231,824000
8353,Maruti,Maruti SX4 S,Diesel,Manual,1,2016,171,521000
8354,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2015,19311,239000
8355,Maruti,Maruti SX4 S,Diesel,Manual,1,2017,86226,616000
8356,Ford,Ford Freestyle Titanium,Petrol,Manual,1,2018,26404,562000
8357,Tata,Tata Indigo LX,Diesel,Manual,1,2015,272,183000
8358,Hyundai,Hyundai Venue SX,Petrol,Automatic,1,2019,59215,1019000
8359,Mahindra,Mahindra XUV500 W9,Diesel,Manual,1,2017,47839,991000
8360,Maruti,Maruti Ertiga VXI,Petrol,Manual,1,2015,22718,472000
8361,Tata,Tata Harrier XZ,Diesel,Manual,1,2019,38807,1419000
8362,Mahindra,Mahindra KUV 100,Diesel,Manual,1,2017,48995,325000
8363,Maruti,Maruti Ignis Sigma,Petrol,Manual,1,2021,15536,492000
8364,Mahindra,Mahindra Scorpio VLX,Diesel,Manual,1,2009,159,326000
8365,Hyundai,Hyundai Creta 1.6,Petrol,Manual,1,2018,112,702000
8366,Hyundai,Hyundai i20 Sportz,Petrol,Manual,2,2015,47654,418000
8367,Honda,Honda City 1.5,Petrol,Manual,2,2010,72616,292000
8368,Maruti,Maruti Alto K10,Petrol,Manual,2,2015,70524,227999
8369,Maruti,Maruti Swift VXI,Petrol,Manual,1,2015,71962,383000
8370,Hyundai,Hyundai Verna 1.6,Petrol,Manual,3,2012,42078,345000
8371,Maruti,Maruti Alto K10,Petrol,Manual,2,2017,21285,278000
8372,Tata,Tata Indigo LX,Diesel,Manual,1,2013,188,139000
8373,Tata,Tata Indigo LX,Diesel,Manual,1,2012,121,127000
8374,Hyundai,Hyundai i20 Active,Petrol,Manual,1,2016,85181,517000
8375,Maruti,Maruti Swift VDI,Diesel,Manual,1,2014,69264,380000
8376,Mahindra,Mahindra XUV500 W10,Diesel,Manual,3,2015,120,717000
8377,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2015,99065,312000
8378,Mahindra,Mahindra Bolero SLX,Diesel,Manual,1,2013,51482,400000
8379,Maruti,Maruti Swift VXI,Petrol,Manual,1,2021,6546,651000
8380,Maruti,Maruti Alto K10,Petrol,Manual,2,2016,37331,254999
8381,Hyundai,Hyundai Verna VTVT,Petrol,Manual,2,2018,88650,769000
8382,Volkswagen,Volkswagen Jetta 1.4,Petrol,Manual,1,2014,32291,531000
8383,Maruti,Maruti Ignis 1.2,Petrol,Manual,1,2018,110,426999
8384,Hyundai,Hyundai EON Era,Petrol,Manual,1,2015,45039,221000
8385,Renault,Renault Triber RXT,Petrol,Manual,1,2020,21506,553000
8386,Maruti,Maruti Ertiga VDI,Diesel,Manual,1,2015,111,508000
8387,Renault,Renault Triber RXE,Petrol,Manual,1,2021,47993,544000
8388,Mahindra,Mahindra KUV 100,Petrol,Manual,1,2017,24318,352000
8389,Hyundai,Hyundai Aura S,Cng,Manual,1,2020,67085,724000
8390,Maruti,Maruti Wagon R,Petrol,Manual,1,2016,87158,311000
8391,Kia,Kia Sonet HTK,Petrol,Automatic,1,2020,13633,793000
8392,Honda,Honda City i-DTEC,Diesel,Manual,1,2018,83027,801000
8393,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2017,20582,520000
8394,Maruti,Maruti Baleno RS,Petrol,Manual,1,2017,34302,569000
8395,Honda,Honda WR-V i-VTEC,Petrol,Manual,2,2018,25943,646000
8396,Hyundai,Hyundai Venue SX,Petrol,Manual,1,2021,9902,991000
8397,Toyota,Toyota Fortuner 2.8,Diesel,Automatic,1,2017,132,2225000
8398,Maruti,Maruti Alto 800,Petrol,Manual,1,2016,89096,500000
8399,Maruti,Maruti S-Presso VXI,Petrol,Manual,1,2019,21538,451000
8400,Maruti,Maruti Alto 800,Petrol,Manual,2,2015,21325,199000
8401,Maruti,Maruti Vitara Brezza,Petrol,Manual,1,2021,15145,849000
8402,Hyundai,Hyundai Venue S,Petrol,Manual,1,2021,16591,788000
8403,Maruti,Maruti Alto LXi,Petrol,Manual,2,2010,72380,150000
8404,Hyundai,Hyundai Xcent 1.1,Diesel,Manual,2,2015,105,350000
8405,Hyundai,Hyundai Verna VTVT,Petrol,Manual,1,2018,53092,690000
8406,Toyota,Toyota Etios Liva,Diesel,Manual,1,2011,149,220000
8407,Honda,Honda Jazz 1.2,Petrol,Manual,1,2015,29587,425000
8408,Honda,Honda Accord V6,Petrol,Automatic,1,2017,60585,3000000
8409,Maruti,Maruti Alto 800,Petrol,Manual,1,2013,72962,185000
8410,Maruti,Maruti Wagon R,Petrol,Manual,2,2016,75506,340000
8411,Maruti,Maruti Alto K10,Petrol,Manual,1,2017,35420,295000
8412,Honda,Honda Brio E,Petrol,Manual,1,2015,86882,270000
8413,Mercedes-Benz,Mercedes-Benz GLC 220d,Diesel,Automatic,1,2020,24000,5650000
8414,Mercedes-Benz,Mercedes-Benz GLE 300d,Diesel,Automatic,1,2021,13000,8900000
8415,Mercedes-Benz,Mercedes-Benz GLC 200,Petrol,Automatic,1,2021,15000,6100000
8416,Jaguar,Jaguar F-Pace 2.0,Diesel,Automatic,1,2021,9900,7400000
8417,Land,Land Rover Range,Diesel,Automatic,1,2019,68500,190000
8418,BMW,BMW X4 xDrive30i,Petrol,Automatic,1,2022,7600,7450000
8419,Maruti,Maruti XL6 Zeta,Petrol,Manual,1,2021,8349,990000
8420,Maruti,Maruti Alto K10,Petrol,Automatic,1,2018,8804,335000
8421,Maruti,Maruti Swift Dzire,Petrol,Manual,1,2017,39592,459000
8422,Tata,Tata Nexon XZA,Petrol,Automatic,1,2020,11251,973000
8423,Audi,Audi A3 35,Diesel,Automatic,1,2020,39000,2580000
8424,Audi,Audi Q3 35,Diesel,Automatic,2,2016,76000,1475000
8425,BMW,BMW 5 Series,Diesel,Automatic,1,2012,60000,1000000
8426,Renault,Renault Duster RXZ,Diesel,Manual,2,2013,96000,325000
8427,Volkswagen,Volkswagen Polo 1.5,Diesel,Manual,1,2016,115,409999
8428,BMW,BMW X3 xDrive20d,Diesel,Automatic,1,2012,82000,1300000
8429,Honda,Honda Jazz 1.2,Petrol,Manual,1,2015,91000,450000
8430,Hyundai,Hyundai i10 Era,Petrol,Manual,2,2011,93000,190000
8431,Volvo,Volvo S 80,Diesel,Automatic,2,2016,81000,1300000
8432,Land,Land Rover Range,Diesel,Automatic,2,2016,81000,1300000
8433,Honda,Honda Amaze S,Petrol,Manual,1,2019,25102,640000
8434,Toyota,Toyota Fortuner 2.8,Diesel,Automatic,1,2017,79000,2700000
8435,Tata,Tata Safari Storme,Diesel,Manual,3,2013,120,400000
8436,BMW,BMW X7 xDrive,Petrol,Automatic,1,2019,39000,114999
8437,Tata,Tata Tiago 1.2,Petrol,Manual,2,2018,50000,325000
8438,Ford,Ford Figo Diesel,Diesel,Manual,1,2012,90000,160000
8439,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2014,50000,549000
8440,Toyota,Toyota Camry Hybrid,Petrol,Automatic,1,2019,20000,4090000
8441,Maruti,Maruti Wagon R,Petrol,Manual,2,2013,70000,300000
8442,Renault,Renault Duster 85PS,Diesel,Manual,1,2012,100,450000
8443,Renault,Renault KWID RXL,Petrol,Manual,2,2018,20000,270000
8444,Mercedes-Benz,Mercedes-Benz GLE 250d,Diesel,Automatic,1,2017,49000,4400000
8445,Nissan,Nissan Terrano XL,Diesel,Manual,3,2015,100,434999
8446,Volkswagen,Volkswagen Vento Petrol,Petrol,Manual,3,2012,35000,275000
8447,Maruti,Maruti Swift ZXI,Petrol,Manual,3,2007,61560,160000
8448,Mercedes-Benz,Mercedes-Benz E-Class Expression,Diesel,Automatic,1,2020,17000,5800000
8449,Maruti,Maruti Swift VXI,Petrol,Manual,1,2021,15000,680000
8450,Maruti,Maruti Ritz VDi,Diesel,Manual,4,2009,162,114999
8451,Maruti,Maruti Swift Dzire,Cng,Manual,1,2022,35000,650000
8452,BMW,BMW X3 xDrive,Diesel,Automatic,1,2021,19000,6000000
8453,Mahindra,Mahindra Bolero Pik,Diesel,Manual,1,2019,80000,610000
8454,Hyundai,Hyundai Santro Xing,Petrol,Manual,5,2004,110,60000
8455,Maruti,Maruti Alto 800,Petrol,Manual,1,2021,35000,400000
8456,Mercedes-Benz,Mercedes-Benz GLC Coupe,Diesel,Automatic,1,2021,24900,7150000
8457,Tata,Tata Safari Storme,Diesel,Manual,2,2014,70000,520000
8458,Mahindra,Mahindra Xylo D2,Diesel,Manual,1,2010,70000,300000
8459,Mercedes-Benz,Mercedes-Benz E-Class 220,Diesel,Automatic,1,2012,180,989000
8460,Jaguar,Jaguar XF 2.0,Petrol,Automatic,1,2020,7500,4700000
8461,Tata,Tata Tiago 1.2,Petrol,Manual,1,2016,90000,283000
8462,Honda,Honda CR-V 2.4L,Petrol,Automatic,3,2005,120,200000
8463,Maruti,Maruti SX4 VDI,Diesel,Manual,2,2011,110,180000
8464,Toyota,Toyota Land Cruiser,Diesel,Automatic,1,2018,56000,158000
8465,Mercedes-Benz,Mercedes-Benz E-Class E250,Diesel,Automatic,1,2015,90000,2600000
